"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",12774892.5,12.7748925,25,175,175,181.4,200,250
2007,"irrigation",15017670,15.01767,50,175,175,168.4,175,250
2008,"irrigation",14234220,14.23422,25,150,150,150.3,150,275
2009,"irrigation",12078900,12.0789,75,100,125,118.1,125,150
2010,"irrigation",19377855,19.377855,50,175,200,186.1,200,325
2011,"irrigation",12576577.5,12.5765775,25,125,125,119.2,125,275
2012,"irrigation",22327965,22.327965,75,250,250,241.2,250,475
2013,"irrigation",16155382.5,16.1553825,25,175,175,181.2,200,275
2014,"irrigation",14580607.5,14.5806075,75,150,150,156.7,175,375
2015,"irrigation",16028707.5,16.0287075,25,150,175,161.6,200,250
2016,"irrigation",15298605,15.298605,75,125,150,148.8,175,300
2017,"irrigation",14818680,14.81868,50,150,150,151,175,300
2006,"recharge",5850013.4972856,5.8500134972856,0,0,0,24,23.69,254.7
2007,"recharge",21634685.3794032,21.6346853794032,0,61.85,90.29,88.76,111.6,306.5
2008,"recharge",16460912.6360262,16.4609126360262,0,20.2,41.49,67.54,92.39,401.2
2009,"recharge",37300916.7525834,37.3009167525834,0,115,121.8,153,237.4,402.8
2010,"recharge",24019453.3183758,24.0194533183758,0,74.5,91.56,98.55,114,372.6
2011,"recharge",19787938.2015066,19.7879382015066,0,1.978,33.62,81.19,165.2,398
2012,"recharge",8435035.894527,8.435035894527,0,16.12,28.3,34.61,38.26,153
2013,"recharge",4969333.9727775,4.9693339727775,0,0,0,20.39,31.66,209.3
2014,"recharge",13124656.465929,13.124656465929,0,10.72,37.82,53.85,70.36,316.3
2015,"recharge",27747494.7125589,27.7474947125589,0,56.14,91.22,113.8,169.1,406
2016,"recharge",27394593.8076153,27.3945938076153,0,87.69,104.3,112.4,120.4,427.4
2017,"recharge",63121739.5395036,63.1217395395036,34.05,213.9,264.4,259,298.9,554.3
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",128001377.04523,128.00137704523,333.5,460.9,518.9,525.2,588,791.2
2007,"etac",136397058.77862,136.39705877862,369.8,482.2,565.9,559.6,684.5,780.8
2008,"etac",143195801.160204,143.195801160204,383.2,467.3,588.4,587.5,702.5,862.5
2009,"etac",141314479.101097,141.314479101097,407.3,429,596.4,579.8,686.8,801.2
2010,"etac",133147483.093519,133.147483093519,331.5,474.9,539.9,546.3,671,857.2
2011,"etac",143249288.617739,143.249288617739,376.3,412.4,652.3,587.7,707.2,937.2
2012,"etac",114800168.980645,114.800168980645,252.8,386.9,426.8,471,632.9,919.4
2013,"etac",119170413.94361,119.17041394361,318.8,347.1,485.8,488.9,620.6,750.7
2014,"etac",133443581.684087,133.443581684087,331.9,424,561.5,547.5,657.3,903.8
2015,"etac",148526577.309258,148.526577309258,384.7,448.2,621.3,609.4,750.6,861.1
2016,"etac",141497910.148513,141.497910148513,325.4,522.3,572.3,580.5,669.5,969.4
2017,"etac",163799429.27411,163.79942927411,402.5,603.9,670.9,672,746.2,916.4
2006,"esac",77916013.5716559,77.9160135716559,235.3,302.8,317.9,319.7,340.4,463.6
2007,"esac",86203144.8002799,86.2031448002799,220.5,335.9,364,353.7,380.5,420.6
2008,"esac",87605525.2109886,87.6055252109886,245.2,344,360.1,359.4,376.3,456.9
2009,"esac",92670237.5405931,92.6702375405931,287.1,359.7,377.8,380.2,413.7,545.6
2010,"esac",77195493.0317997,77.1954930317997,192.7,296.4,326.7,316.7,341.9,460.1
2011,"esac",85766446.3294548,85.7664463294548,241.6,332.2,344,351.9,396.5,538.1
2012,"esac",61947525.4428816,61.9475254428816,157.3,231.3,259.3,254.2,283.5,341.4
2013,"esac",76217703.2462178,76.2177032462178,184.2,291.8,323.9,312.7,335.1,436.5
2014,"esac",76008111.211782,76.008111211782,243.5,293,308.6,311.9,328.7,491.6
2015,"esac",89949052.957887,89.949052957887,220.2,357.7,376.9,369,399.3,574.5
2016,"esac",75778283.8229724,75.7782838229724,230.5,295.7,310,310.9,325.8,463.4
2017,"esac",81797573.9206287,81.7975739206287,261.8,298.5,346.3,335.6,361.6,560.3
2006,"epac",50085363.4656201,50.0853634656201,0,157.1,212.4,205.5,301.5,496.5
2007,"epac",50193913.9848831,50.1939139848831,0,157.7,242.4,205.9,318.6,420.2
2008,"epac",55590275.9487771,55.5902759487771,0,113.1,255.2,228.1,342.9,593.5
2009,"epac",48644241.5693943,48.6442415693943,0,0,239.7,199.6,328.3,458.1
2010,"epac",55951990.0509681,55.9519900509681,0,182.4,265.2,229.6,344.7,614.2
2011,"epac",57482842.2926103,57.4828422926103,0,0,331.8,235.8,380,653.3
2012,"epac",52852643.5397328,52.8526435397328,0,154.3,191.8,216.8,347.2,686.9
2013,"epac",42952710.6914517,42.9527106914517,0,0,204.9,176.2,299.8,469.7
2014,"epac",57435470.4743955,57.4354704743955,0,94.7,269.1,235.6,360.7,585.5
2015,"epac",58577524.3512423,58.5775243512423,0,43.16,258.4,240.3,392.5,535
2016,"epac",65719626.3231966,65.7196263231966,0,210.4,264.4,269.6,353.3,717.3
2017,"epac",82001855.3553135,82.0018553553135,0,244.5,361.5,336.4,399.4,596.7
2006,"rofc",126631.292256,0.126631292256,0,0,0,0.5196,0,97.52
2007,"rofc",22928.654079,0.022928654079,0,0,0,0.09407,0,38.06
2008,"rofc",562007.5009848,0.5620075009848,0,0,0,2.306,0.4519,151.9
2009,"rofc",542803.0315392,0.5428030315392,0,0,0,2.227,0,148
2010,"rofc",71786.2403061,0.0717862403061,0,0,0,0.2945,0,107.9
2011,"rofc",1154369.384343,1.154369384343,0,0,0,4.736,0,151
2012,"rofc",1663512.0233805,1.6635120233805,0,4.847,6.125,6.825,8.673,82.02
2013,"rofc",197398.6151481,0.1973986151481,0,0,0,0.8099,0.03846,115.5
2014,"rofc",120226.3908678,0.1202263908678,0,0,0,0.4933,0,115.3
2015,"rofc",1469523.2868486,1.4695232868486,0,0,3.978,6.029,10.59,169.3
2016,"rofc",3883364.2475127,3.8833642475127,0,0.2644,13.71,15.93,25.57,132.2
2017,"rofc",355500.8534988,0.3555008534988,0,0,0,1.459,0,320.9
